,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
7,466104.0897349088,16.0,5084.787564800608,47050.60098116
9,788065.1457209992,14.0,2900.504060315883,46290.56784183566
12,938300.3490274751,11.0,1692.491771820667,46290.56784183566
13,247324.59623071316,20.0,6120.974279674214,46290.56784183566
