,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
3,180498.5076938864,24.0,7292.305516404178,53089.38381848
7,384967.4342418766,20.0,6256.007978650909,53089.38381848
8,237748.79605950532,21.0,6780.151466053949,53089.38381848
9,704575.342597929,18.0,4084.6674358654527,46290.56784183566
12,849183.6330581577,15.0,2891.5439679166757,46290.56784183566
13,223754.26380525623,23.0,6632.6125524676645,46290.56784183566
