,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
3,259210.91367561906,20.0,6190.9344739725675,46290.56784183566
7,1127383.5939383507,18.0,5560.14712277075,40258.17373048444
9,1464160.3987227234,16.0,3310.236076602223,46290.56784183566
12,1616118.494767667,13.0,2095.3206228838862,46290.56784183566
