,total_costs_regret,nr_uncovered_DPs_regret,total_uncovered_demand_regret,max_distr_time_regret,max_distr_time_sigN,nr_uncovered_DPs_sigN,total_costs_sigN,total_uncovered_demand_sigN
7,1082898.041211455,6.0,5791.418134533396,26056.563336311665,357867263.6241045,109.40955338005575,116489564553.00851,12683670.601558125
9,1810449.9543413615,3.0,2088.324383323339,49091.927449658164,852279280.4436318,101.64638872618599,274609480052.24103,8221349.452548094
12,1672477.5346366009,2.0,3607.1419022594273,49091.927449658164,852279280.4436318,104.45199037063892,281288784046.0922,10756949.768918201
13,294305.47080118203,7.0,5901.153529329364,49091.927449658164,852279280.4436318,93.11202638869324,41136276758.58409,12389174.427635737
14,36878.20277877856,10.0,7734.458849176652,49091.927449658164,850845273.3637639,91.40443711938555,20165209371.75354,16438998.852600073
15,91622.5939198747,10.0,7734.458849176652,49091.927449658164,850126068.2736397,87.90460209342183,24313494153.24787,15827687.01033927
19,130984.05450092128,8.0,7561.532348970395,5614.638984846679,208495282.0986177,101.00089766624157,27822806124.124474,16269602.273248084
