,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
3,1032281.9852696193,14.0,2944.095166978237,75425.6438148943
7,1236809.1814292732,10.0,1907.5339751363645,57150.213922502146
13,1106674.7804739785,12.0,1872.9164443291193,75425.6438148943
15,1070213.942605545,13.0,2532.423977463175,75425.6438148943
19,1065482.2057219583,13.0,2826.5304473421384,46290.56784183566
