,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
3,1036834.5797233391,15.0,2893.367114239223,46290.56784183566
7,1905742.4881645415,13.0,2265.729739877359,32970.2997531245
11,1787138.3784174633,13.0,2153.0787150140095,46290.56784183566
15,1764875.3288620992,16.0,2647.7063155368924,46290.56784183566
