,total_costs_regret,nr_uncovered_DPs_regret,total_uncovered_demand_regret,max_distr_time_regret,max_distr_time_sigN,nr_uncovered_DPs_sigN,total_costs_sigN,total_uncovered_demand_sigN
3,303555.65900251945,5.0,5097.383243196269,41362.15707812557,1017615782.2937706,91.16677994717892,28575376072.019127,16379792.230254926
7,3082707.6557664336,7.0,22927.899939622177,23873.53726735078,364080699.15142936,124.85363472286092,142520527734.25348,85469396.85184173
15,2918091.268751736,8.0,23189.931221698294,41362.15707812557,996086670.644952,176.89154791392178,467995269942.5664,85124130.8396338
19,2735292.904405155,12.0,23495.089120762717,23873.53726735078,384655324.9672621,105.3739546311716,38423145623.906654,96152824.51358914
