,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
3,924186.3259658801,15.0,3187.888376945957,75425.6438148943
7,1794073.8880256552,13.0,2561.4168389153383,57150.213922502146
12,1784680.3387800695,14.0,2273.5809578484623,75425.6438148943
19,1622746.91231834,16.0,3480.413311121114,46290.56784183566
