,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
7,289323.915416901,23.0,7311.567018715765,58540.93682620135
8,204054.7597980101,23.0,7092.613834105396,77261.09049444436
9,523204.3609898199,21.0,5527.678579606882,92605.98598779812
11,261871.3645077685,21.0,6009.402701125708,77365.53683090855
12,660168.3694578126,18.0,4409.465989213548,92605.98598779812
13,148293.26816099277,25.0,7305.226606870765,85960.787571172
15,172021.51466856175,25.0,7281.379236045628,86654.28800271584
16,77138.39637228017,27.0,8388.437739850453,92605.98598779812
19,111124.3151272877,26.0,8254.285938441488,50603.159120000004
