,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
7,440694.4826500386,17.0,5356.452263762416,57150.213922502146
9,778657.4012198953,15.0,3100.554293093699,75425.6438148943
11,230732.09806712758,21.0,6393.013455604292,75425.6438148943
12,934416.0901646725,12.0,1862.2723537215388,75425.6438148943
19,269367.50694272376,20.0,6275.448735968192,46290.56784183566
