,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
3,185311.17515315174,23.0,7060.1248892503645,77261.09049444436
7,401753.4509571146,19.0,5983.254168115676,58540.93682620135
9,635022.7267338102,17.0,4202.594103086005,77261.09049444436
12,769913.2820421292,14.0,3097.5386857872436,77261.09049444436
13,260984.76293441548,21.0,5975.255390166056,77261.09049444436
15,224492.05480693444,22.0,6636.036175039268,77261.09049444436
19,223553.85066750122,22.0,6925.973087841399,50603.159120000004
