,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
3,171406.416789259,24.0,7401.75723861854,46428.26500395354
7,1045211.5592024125,22.0,6720.566923848484,38469.16991836
9,1301680.9261678301,20.0,4827.369879280868,46428.26500395354
11,941577.58004233,22.0,6353.999246921547,46428.26500395354
12,1449527.7470488967,17.0,3671.2507122474544,46428.26500395354
15,907418.9886800486,25.0,7005.155855717694,46428.26500395354
