,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
3,332909.65537527454,21.0,6420.420279412116,58540.93682620135
9,1488689.0533824218,17.0,3749.8823329425322,58540.93682620135
11,1093321.5600323796,19.0,5521.548192627091,58540.93682620135
12,1649988.914227195,14.0,2531.546515993161,58540.93682620135
15,1065261.2614345024,22.0,6096.597240221272,58540.93682620135
19,1030136.8912638203,22.0,6697.748089814182,38770.434215727684
