,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
3,807071.3630402228,19.0,4615.525628013576,85960.787571172
7,1684558.106480569,17.0,3941.4625904317163,58540.93682620135
8,1601148.7015719688,17.0,3716.6535412285502,77261.09049444436
11,1567428.6115277715,17.0,3716.6535412285502,77365.53683090855
15,1539365.6468094056,20.0,4291.702588822731,85960.787571172
19,1506358.5061909559,20.0,4884.181510157439,46428.26500395354
