,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
3,241009.77250446955,20.0,6449.68222251613,46290.56784183566
7,1110974.138968035,18.0,5823.936330141669,40687.39446476954
9,1480521.1498125503,16.0,3426.3212239742243,46290.56784183566
12,1652803.8982724247,13.0,2123.613011982201,46290.56784183566
