,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
7,459609.4213617084,17.0,4989.671838413851,58540.93682620135
8,263506.57965627825,21.0,6066.542559548539,77261.09049444436
9,699506.9536747144,15.0,3171.3040561159996,77365.53683090855
12,852196.8660986768,12.0,2002.792520946492,77365.53683090855
13,228921.02325373708,21.0,6066.542559548539,77365.53683090855
19,281409.8210720952,20.0,5932.390758139574,46428.26500395354
