,total_costs_regret,nr_uncovered_DPs_regret,total_uncovered_demand_regret,max_distr_time_regret,max_distr_time_sigN,nr_uncovered_DPs_sigN,total_costs_sigN,total_uncovered_demand_sigN
3,164568.0003988751,9.0,6862.344101741721,31215.41665720771,455731401.7641421,109.49612358693243,104698155346.72202,10936245.938562403
9,3139180.2862175964,5.0,13118.287265894643,31215.41665720771,495479363.23780954,172.21739666249223,1248740062985.4094,46225240.39729009
12,2965952.058552985,6.0,15134.709962751327,31215.41665720771,495959088.4426585,168.4184972356679,1293435461907.5374,50420720.44589041
19,1795028.8370426937,8.0,15695.197337734146,10387.900242282725,178072652.87792477,201.55960718827365,615924202625.8988,64983612.77460313
