,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
3,943461.4099180228,16.0,3336.080386771193,85960.787571172
7,1820858.3945147332,14.0,2662.0173491893293,58540.93682620135
8,1737448.9896061327,14.0,2437.208299986163,77261.09049444436
11,1703646.1296243917,14.0,2437.208299986163,77365.53683090855
15,1675665.93484357,17.0,3012.2573475803474,85960.787571172
19,1642658.7942251205,17.0,3604.736268915056,46428.26500395354
