,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
3,986679.0380186202,15.0,2923.3876337835572,46290.56784183566
7,1853619.4984260155,13.0,2292.816432395026,32690.56288871587
11,1741219.0841077627,13.0,2109.75166765261,46290.56784183566
15,1716282.33152806,16.0,2641.724468397093,46290.56784183566
