,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
8,1169729.8499530554,10.0,1769.6302429877796,57150.213922502146
11,1228951.4448284188,8.0,692.7497589915547,57150.213922502146
13,1122423.0562480951,12.0,1911.0552236031363,57150.213922502146
14,1049318.9609296834,14.0,2987.935707599365,57150.213922502146
19,1078965.94606042,13.0,2882.118968413668,28378.440176112876
