,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
3,276849.91477865155,21.0,5766.770382079167,78956.38148742013
7,1205083.6435090797,19.0,5045.51563744347,59744.69679933629
8,1006159.1216648319,23.0,6157.27684450424,78849.7874518245
9,1370285.8460310192,17.0,3582.8582002306193,78956.38148742013
12,1505217.3221711968,14.0,2526.639016048035,78956.38148742013
19,1020938.381766486,22.0,6008.767858744475,46547.45073946624
