,total_costs_regret,nr_uncovered_DPs_regret,total_uncovered_demand_regret,max_distr_time_regret,max_distr_time_sigN,nr_uncovered_DPs_sigN,total_costs_sigN,total_uncovered_demand_sigN
3,494718.85667274735,6.0,5689.894376870869,21881.348371458138,1512007703.3290386,77.94047396328246,13067005923.817196,23840192.291637555
8,1390156.529631221,13.0,28146.00752972391,24444.83942563321,964799480.6145772,90.0421804098705,34581120582.070595,112656170.50248474
11,3736664.2012858987,6.0,22189.549788818003,143.76155450745136,1138117142.6588037,187.23974461034962,608666219363.0396,81257910.99080928
13,3525309.786010866,6.0,21738.486422747083,11974.397741784094,1340610977.17312,189.66031133802366,499149719757.00336,78870559.58669662
14,521147.3809248632,6.0,5689.894376870869,21120.951720843572,1498749611.3679748,78.52507868218646,14140120497.081112,23612844.110967547
19,72431.88110772158,16.0,29963.90686166523,79114.35788041695,889639050.7219427,57.6161231454422,1030152231.4819064,128853453.99419421
