,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
7,467260.6053698841,17.0,4965.521695403933,58540.93682620135
8,272634.66296877566,21.0,6042.392416538622,77261.09049444436
9,704429.6444474597,15.0,3162.862399330241,77365.53683090855
12,849902.0026136691,12.0,2016.2125947428067,77365.53683090855
13,236411.21685972947,21.0,6042.392416538622,77365.53683090855
19,289061.00508027093,20.0,5908.240615129656,46428.26500395354
