,total_costs_regret,nr_uncovered_DPs_regret,total_uncovered_demand_regret,max_distr_time_regret,max_distr_time_sigN,nr_uncovered_DPs_sigN,total_costs_sigN,total_uncovered_demand_sigN
3,0.0,10.0,7230.986042256989,72272.17541995776,1366780247.8584306,78.44999453780113,9168144051.22503,21612794.00998207
7,1113505.6006390746,6.0,5234.94591154173,28428.24644090925,498346223.97936624,103.88195370861199,93503002665.741,16806350.902534205
8,469692.1860500684,7.0,6059.868219081582,52522.29908747376,1028206443.1679691,91.30486076608925,35777002288.093544,17548858.796200197
11,530027.5816388265,6.0,5849.981832371741,52656.728300722054,1032181761.004388,94.62260819875068,41285150814.157906,16351559.849455332
12,1403768.020053619,1.0,1984.90375644073,72272.17541995776,1366780247.8584306,100.48335528625866,179565315385.34302,14823035.320445413
13,510786.7056283943,8.0,5245.36440335955,63719.37380654641,1219633527.8824515,106.95770792039,33754761644.190937,16606317.185582759
15,377950.6596174181,8.0,6078.208113882381,64611.95386780832,1234845118.674615,92.35691044528544,27157165105.303013,19782526.021573793
19,191322.65748884808,8.0,6838.424102992169,11428.634123001546,213438110.12289357,90.26097495681745,15275717984.837502,21261594.92869602
