,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
8,401752.5389330595,19.0,5877.85836939456,58540.93682620135
9,708673.1867508861,17.0,4407.464304967618,58540.93682620135
11,457436.2694292407,17.0,4780.285939178511,58540.93682620135
12,843086.9932852031,14.0,3305.6453772969307,58540.93682620135
13,334963.10244278813,21.0,6166.14017019663,58540.93682620135
14,260007.16908315057,23.0,7263.7126004126785,58540.93682620135
15,364791.99065948033,21.0,6096.448802186031,58540.93682620135
19,295329.43980962795,22.0,7138.232727261917,51214.83364
