,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
9,888660.2012891958,15.0,3104.253271249956,57150.213922502146
11,398718.8813900298,17.0,5417.926290724545,57150.213922502146
12,1057950.9679570433,12.0,1809.4858489665094,57150.213922502146
14,317567.9778413174,21.0,6531.880369155157,57150.213922502146
15,377165.5960373913,20.0,5899.3728321455765,57150.213922502146
19,346268.8216670801,20.0,6426.06362996946,40687.394464769546
