,total_costs_regret,nr_uncovered_DPs_regret,total_uncovered_demand_regret,max_distr_time_regret,max_distr_time_sigN,nr_uncovered_DPs_sigN,total_costs_sigN,total_uncovered_demand_sigN
3,166133.38837923453,9.0,7502.5499111966965,44649.13767222953,841244281.851551,87.86618233721376,23311200174.841194,14560001.51969531
7,2978723.0817867247,6.0,15132.807288558466,21433.92596707015,308753906.8064655,192.34882073519753,679282679260.8972,70220872.75542235
12,3716647.0285832575,6.0,14377.947498984433,44649.13767222953,843987659.58064,178.1094502258748,975763956494.2018,62568538.30318959
19,2401102.4001289983,8.0,16744.65125168336,8460.330256275993,249058924.94647017,186.13680995182148,423534910799.4765,76849864.80521423
