,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
3,222321.16388829515,23.0,6824.277415558248,46290.56784183566
7,1091093.379268655,21.0,6196.365679247167,40477.79540326548
9,1444619.176669817,19.0,3870.7905930210127,46290.56784183566
12,1607028.000067109,16.0,2608.1958642354493,46290.56784183566
