,total_costs_regret,nr_uncovered_DPs_regret,total_uncovered_demand_regret,max_distr_time_regret,max_distr_time_sigN,nr_uncovered_DPs_sigN,total_costs_sigN,total_uncovered_demand_sigN
3,226207.51172930223,5.0,3652.3258463836046,17521.437759877546,369845818.3710422,109.52537253261279,88596002911.71112,12270148.330320098
12,2689303.112307769,6.0,16370.718771975498,14450.862047594448,496474934.18881315,145.86517515534578,435508416080.2679,60708831.467764325
13,2431718.329048943,6.0,16181.82599258807,14450.862047594448,495471866.6645859,183.8936523626915,678967435135.1212,52975333.31080109
15,2633015.4821933084,8.0,19588.644616979458,22433.81757155439,310009578.73740137,192.53715243688822,631254464161.6467,77352794.32812715
19,1994096.2335009407,12.0,21429.00272799977,34419.41726891324,341494682.1958074,136.06754809794685,81729315195.33365,81579296.68421239
