,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
3,344360.6562150096,20.0,6445.480656476795,40477.79540326548
9,1564934.3637177541,16.0,3489.334368862108,34888.70079906261
11,1099061.7011284851,18.0,5631.84469034585,40477.79540326548
12,1726922.6562095264,13.0,2229.0629773550336,32483.231013399207
15,1074071.3994186365,21.0,6163.817491090334,40477.79540326548
