,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
8,242225.59274848652,22.0,6916.009477081225,51214.83364
9,549146.2405663129,20.0,5445.615412654282,46428.26500395354
11,297909.32324466767,20.0,5818.437046865176,46428.26500395354
12,683560.04710063,17.0,4343.796484983595,46428.26500395354
13,175436.1562582151,24.0,7204.291277883294,46428.26500395354
14,100480.22289857756,26.0,8301.863708099343,50603.159120000004
15,205265.04447490736,24.0,7134.599909872695,51214.83364
