,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
7,289323.1898516481,23.0,7308.815363848327,58540.93682620135
8,203474.7791145691,23.0,7094.351219602877,77261.09049444436
9,523315.11376514175,21.0,5524.3389495914325,92605.98598779812
11,261424.0045992015,21.0,6011.515564485868,77365.53683090855
12,660484.7777038707,18.0,4404.720989530148,92605.98598779812
13,148259.574558742,25.0,7302.850429866006,85960.787571172
15,171803.0676813264,25.0,7280.7040933298085,86654.28800271584
16,77137.67085917373,27.0,8385.686084983015,92605.98598779812
19,111123.58956203487,26.0,8251.53428357405,50603.159120000004
