,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
3,437108.64955197676,16.0,5076.487081700623,47050.60098116
9,1672475.8136460944,12.0,2241.810258301568,38833.099642303074
12,1833604.8684137864,9.0,1002.1550002913646,32247.434887170337
13,1087722.457917624,18.0,5484.887655162003,40028.05018504
