,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
7,437642.8289687686,17.0,5292.55030502338,57150.213922502146
8,251327.62520136757,21.0,6329.111496865255,75425.6438148943
9,760743.7960845425,15.0,3102.4612326095503,75527.60888064088
12,914230.2706257101,12.0,1874.0692133231605,75527.60888064088
13,218883.0137788439,21.0,6329.111496865255,75527.60888064088
19,266315.8532614537,20.0,6211.546777229154,47050.60098116
