,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
7,371798.8750698397,19.0,6321.009916235487,57150.213922502146
9,692238.2025353897,17.0,4145.419466176902,75425.6438148943
12,838721.2102323438,14.0,2940.1341811639286,75425.6438148943
13,241367.2813616461,21.0,6289.915539979593,75425.6438148943
15,204810.82242316357,22.0,6949.316921106802,75425.6438148943
16,171544.8342079625,23.0,7357.571108077362,75425.6438148943
19,200471.89936252483,22.0,7240.006388441261,53089.38381848
