,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
3,212859.93459453154,22.0,6576.147733688804,77261.09049444436
7,337879.5770228546,26.0,15355.052868834633,58540.93682620135
12,699243.0074761346,21.0,12511.5167857286,77261.09049444436
19,159679.97673324135,29.0,16297.771788560356,55275.72196
