,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
3,206118.67853574557,22.0,6843.045417468882,51214.83364
9,562778.8386953147,24.0,13779.867688289005,46428.26500395354
12,691259.6833893359,21.0,12715.836402338025,46428.26500395354
13,944142.3625429702,22.0,6129.113641956397,46428.26500395354
14,206786.98953104677,22.0,6843.045417468882,50603.159120000004
15,156020.68018805943,29.0,16184.917574139377,55275.72196
