,total_costs_regret,nr_uncovered_DPs_regret,total_uncovered_demand_regret,max_distr_time_regret,max_distr_time_sigN,nr_uncovered_DPs_sigN,total_costs_sigN,total_uncovered_demand_sigN
3,139809.84177173534,9.0,6990.680462123655,54723.93519842995,853418703.6800516,99.65518438689591,37037562186.747505,14115042.279516831
7,2413422.553185708,6.0,13793.88292805654,31668.299164952907,495157314.2549143,194.7126703862698,707306150654.5005,60491374.67152874
8,1653669.497003767,9.0,14301.898765806134,54596.013398341434,851311714.4831625,170.4561037663964,424784539389.16504,63552659.570902996
9,3122059.491914714,5.0,12625.398399440412,54723.93519842995,853418703.6800516,168.97489329047895,1024074293507.3167,47560647.02746599
12,3131885.8407397326,6.0,13721.219098756515,54723.93519842995,853418703.6800516,167.41578591620487,1069031322282.2555,53298577.832417026
19,1650743.1107942315,8.0,14525.242145293148,12305.47076694583,218990717.24730515,195.54162637001727,440221899824.75006,67105640.437400356
