,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
3,365645.6247203186,19.0,5810.984380417312,58540.93682620135
12,850786.629573909,18.0,11683.775365286456,58540.93682620135
13,1103669.3087275436,19.0,5097.052604904828,58540.93682620135
15,315547.62637263245,26.0,15152.856537087808,58540.93682620135
19,310625.9289521591,26.0,15469.734879900097,65183.78764
