,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
3,1149944.318718052,12.0,1844.6040402743274,57150.213922502146
11,1900285.1618031359,10.0,1104.3156410491174,57150.213922502146
15,1878003.467750679,13.0,1598.9432415720003,57150.213922502146
19,1844837.3209163875,13.0,2147.5717453689213,32811.469108712554
