,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
7,384368.3050618674,21.0,6158.910472763237,58540.93682620135
8,234715.1256313282,22.0,6654.325406337988,77261.09049444436
9,617395.2221612799,19.0,4379.532898452864,86654.28800271584
12,752910.1317324472,16.0,3271.283806419986,86654.28800271584
13,210302.51948238962,24.0,6575.306815500782,85960.787571172
14,168725.07669006003,25.0,7235.781193897925,86654.28800271584
19,206168.70477225413,24.0,7101.62939248896,51214.83364
