,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
3,210111.53098026567,23.0,6809.265134116942,78849.7874518245
7,346384.6142126218,27.0,15380.2253233973,62411.734
12,627059.6664031479,22.0,12955.680372611427,78849.7874518245
13,947534.8488339356,23.0,6047.409016598549,78849.7874518245
15,164276.20011314287,30.0,16013.521243061943,78849.7874518245
19,162239.3524700283,30.0,16343.477544698306,62411.734
