,total_costs_regret,nr_uncovered_DPs_regret,total_uncovered_demand_regret,max_distr_time_regret,max_distr_time_sigN,nr_uncovered_DPs_sigN,total_costs_sigN,total_uncovered_demand_sigN
3,183661.79539286759,9.0,6592.606668944845,72579.79876773931,1237499515.6668265,106.56607441490002,35813065989.60199,17197884.447613023
7,2579655.447535232,6.0,17022.5390466269,36174.3618545207,613981616.9143633,199.05882127546002,702413086619.8508,62680546.9084869
8,2336511.6324048983,7.0,17113.186872914066,61029.17888885422,1037710883.5366454,178.00790844533017,483385666608.3947,63642910.31939625
9,3332140.0511641228,5.0,14541.652805606278,72579.79876773931,1237499515.6668265,171.43988201913177,864078105933.7758,51956606.69036356
11,2308884.0674176156,8.0,17069.180304502333,61167.852674803304,1040077414.5050172,189.4471390587497,446064352496.5271,66837636.087290734
12,3435341.133007316,6.0,16770.795636394472,72579.79876773931,1237499515.6668265,168.66660237957396,909076583887.9012,57231221.29732055
19,2183135.3559398064,8.0,17187.069396038023,16316.96189031849,259922571.92601982,197.94917586629128,426815656698.37085,69556144.81610526
