,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
7,466049.76545455103,17.0,4961.852159255257,58540.93682620135
8,271608.61502380366,21.0,6038.722880389945,77261.09049444436
9,703023.2299158231,15.0,3160.219679084379,77365.53683090855
12,848134.9613230012,12.0,2016.004265849875,77365.53683090855
13,235193.15048760246,21.0,6038.722880389945,77365.53683090855
19,287850.16516493785,20.0,5904.57107898098,46428.26500395354
