,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
3,255884.98250795115,21.0,6037.603866023672,77261.09049444436
7,1175348.318624819,19.0,5364.71928979382,58540.93682620135
9,1414683.0294499025,17.0,3549.298620886919,77261.09049444436
12,1565613.3102854185,14.0,2391.79779368219,77261.09049444436
19,997148.7183352056,22.0,6307.438209519543,46428.26500395354
