,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
7,1096489.6117760052,13.0,3031.730881525409,28662.17377327894
8,1020864.0972269307,13.0,2787.3029349470835,46290.56784183566
11,1079248.6905339481,11.0,1701.4506018534012,46290.56784183566
13,966748.0749414822,15.0,2982.065263305327,46290.56784183566
14,892869.079689616,17.0,4067.9175963990147,46290.56784183566
15,992259.290076829,15.0,2951.9304190297207,46290.56784183566
