,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
3,1026518.1541015753,15.0,3025.5349150761012,46290.56784183566
7,1890053.7292162136,13.0,2389.5042745287647,32752.62797842813
11,1786971.7830012243,13.0,2103.3611242643274,46290.56784183566
15,1757924.8175650889,16.0,2690.816337125045,46290.56784183566
