,total_costs_regret,nr_uncovered_DPs_regret,total_uncovered_demand_regret,max_distr_time_regret,max_distr_time_sigN,nr_uncovered_DPs_sigN,total_costs_sigN,total_uncovered_demand_sigN
3,0.0,10.0,7608.555599772189,21857.67793355634,192749893.27475595,90.43197284490898,10750877486.991924,20712280.612111084
8,403079.11257188476,7.0,5738.093167592295,21857.67793355634,192749893.27475595,101.29450259964335,33155092319.454857,17029510.73351584
9,1492908.9807077623,3.0,2078.1464982991893,0.0,237356213.12318742,105.92793556503345,238480438355.79413,10407640.109105574
11,437059.42859437387,6.0,5601.010630930548,14883.594367346479,164318513.12391332,104.21207760345533,39776901668.9458,16113849.878592098
12,1570164.8071275132,2.0,3750.4827266228694,0.0,237356213.12318742,106.88671393525944,238301323705.741,13418425.082453443
13,455785.00891382573,8.0,5949.536681317699,7020.900044271686,222120165.79583237,115.46598632682286,35124806721.31865,16007849.265605757
15,272370.90873252315,8.0,6062.596046363127,21857.67793355634,192749893.27475595,103.78414273047743,26532252680.588276,19101452.52571509
