,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
7,344686.0465038085,21.0,6572.8717537956,57150.213922502146
8,244788.05888897192,21.0,6532.108945912527,75425.6438148943
9,699251.8812991265,19.0,4242.098341456962,83918.66726055638
11,219961.53542233238,21.0,6532.108945912527,75527.60888064088
12,864181.903566979,16.0,2963.7268041782663,83918.66726055638
15,198875.00921241345,24.0,7003.081550069839,83918.66726055638
16,144432.08904470707,25.0,7609.432945637474,83918.66726055638
19,173359.07079649364,24.0,7491.868226001374,46290.56784183566
