,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
3,230983.11864753088,21.0,6347.091947424302,77365.53683090855
7,1111083.555285644,19.0,5677.205229014622,58540.93682620135
8,916129.2010898917,23.0,6754.07595014931,77261.09049444436
9,1391728.845021246,17.0,3667.4445973705006,77365.53683090855
12,1559431.7906136643,14.0,2426.2421916911862,77365.53683090855
19,932883.9549960309,22.0,6619.924148740345,46428.26500395354
