,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
3,893959.6349999344,15.0,3245.295186885918,77365.53683090855
7,1812529.1244518629,13.0,2570.635862262843,58540.93682620135
8,1617547.969864534,17.0,3647.5065833975295,77261.09049444436
12,1775424.0460549358,14.0,2403.9962255113496,77365.53683090855
19,1634329.52416225,16.0,3513.3547819885644,46428.26500395354
