,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
3,260006.05081344012,23.0,7255.510454693209,58540.93682620135
8,401011.7760093592,19.0,5881.346328084646,58540.93682620135
9,709710.5866381984,17.0,4397.9796685288475,58540.93682620135
11,457932.25580224686,17.0,4785.1009464660165,58540.93682620135
12,844601.1419465175,14.0,3292.92425123009,58540.93682620135
13,336586.4088880166,21.0,6159.265073074579,58540.93682620135
15,364917.57369685784,21.0,6094.469248176356,58540.93682620135
19,296124.4810196571,22.0,7130.030581542447,50603.159120000004
