,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
7,1132544.3546349052,14.0,3087.8081120143906,57150.213922502146
8,1043190.8861474807,14.0,2955.9314716353474,75425.6438148943
11,1104262.6864428613,12.0,1885.1223418517948,75527.60888064088
13,1002353.7426870214,16.0,3053.560174072707,83918.66726055638
16,932291.0671188814,18.0,4124.369303856267,90405.99957290296
19,961217.3789275906,17.0,4006.8045842201664,46290.56784183566
