,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
7,344682.2681335667,21.0,6571.61979095234,57150.213922502146
8,244483.1676443832,21.0,6533.219606889314,75425.6438148943
9,699319.9299329107,19.0,4240.491190145676,83918.66726055638
11,219761.5113529778,21.0,6533.219606889314,75527.60888064088
12,864355.5813600809,16.0,2961.410906236908,83918.66726055638
15,198789.3084537558,24.0,7002.65915884023,83918.66726055638
16,144428.30563936205,25.0,7608.180982794214,83918.66726055638
19,173355.29242625184,24.0,7490.616263158114,46290.56784183566
