,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
3,106484.5573617405,26.0,8488.097413797037,49036.833999999995
11,1081779.7894157516,22.0,5870.711863240564,46547.45073946624
12,523697.2686172619,25.0,14557.291221771662,47170.69050806223
13,844171.7635179765,26.0,7675.031996834559,46547.45073946624
14,107020.39169253886,26.0,8488.097413797037,48451.172
