,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
3,173382.70919070128,24.0,7458.571387098778,46428.26500395354
7,1050882.3779301378,22.0,6784.699533604329,38770.434215727684
9,1329162.1071978484,20.0,4788.033440629195,46428.26500395354
11,933794.6138478061,22.0,6559.699300313752,46428.26500395354
12,1490461.9680426214,17.0,3569.6976236798237,46428.26500395354
15,905734.3152499292,25.0,7134.748347907933,46428.26500395354
