,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
3,889753.6604408799,18.0,4236.713764974866,46290.56784183566
7,1758686.0911025722,16.0,3609.0763906130014,35058.554501871295
11,1640122.3115620536,16.0,3496.425365749652,46290.56784183566
12,1752986.5246346537,17.0,3301.517307500617,46290.56784183566
15,1617818.9318001294,19.0,3991.052966272535,46290.56784183566
