,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
3,759300.0463459543,20.0,5315.573559197488,46290.56784183566
7,963723.9935352514,16.0,4279.3868443238825,29324.470198982326
8,887022.1236192533,16.0,4043.4809838601195,46290.56784183566
11,946978.9212517893,14.0,2955.904464034318,46290.56784183566
13,835091.5472202635,18.0,4227.997039371687,46290.56784183566
15,859223.8495360514,18.0,4201.63935307286,46290.56784183566
