,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
3,1111204.089898576,14.0,3037.0725933679532,57150.213922502146
8,1231202.374567872,10.0,1828.5854304489112,57150.213922502146
11,1291440.0971292132,8.0,753.7714187370984,57150.213922502146
13,1185874.054784507,12.0,1962.2585816561404,57150.213922502146
19,1142927.311134266,13.0,2925.829709432084,27791.53349365291
