,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
3,433555.3049229025,17.0,4852.361184006815,58540.93682620135
9,1591459.5051999146,13.0,2362.281190476837,58540.93682620135
12,1742389.7860354304,10.0,1204.780363272108,58540.93682620135
19,1171807.9645329856,18.0,5129.092707367665,44847.17804
