,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
7,359616.22844408633,21.0,6411.455812395188,57150.213922502146
8,208407.68505539937,22.0,6965.189100094445,75425.6438148943
9,680126.8261620136,19.0,4235.504971484612,84595.6926066957
12,827207.8647116945,16.0,3026.7110555417585,84595.6926066957
13,198312.31836603963,24.0,6788.680722945697,83918.66726055638
16,159362.1283323318,25.0,7448.017004237063,84595.6926066957
19,188289.2527367716,24.0,7330.452284600962,53089.38381848
