,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
3,147673.08799935778,25.0,7444.880231851368,85960.787571172
7,364123.8441137943,21.0,6368.00951071668,58540.93682620135
8,274190.6126251308,21.0,6190.473568977553,77261.09049444436
9,621820.2754650428,19.0,4468.369719381964,85960.787571172
11,242694.61611457658,21.0,6190.473568977553,77365.53683090855
12,773648.6198981502,16.0,3287.292865882522,85960.787571172
15,214024.56822528713,24.0,6763.864940709096,85960.787571172
19,185924.2438241811,24.0,7310.728430442403,46428.26500395354
