,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
7,1068472.7622754318,15.0,3309.0866297108078,57150.213922502146
8,973369.8212624385,15.0,3231.693743122072,75425.6438148943
11,946858.41709914,15.0,3231.693743122072,75527.60888064088
12,1062981.343741234,16.0,3000.2916442207097,83918.66726055638
14,865707.0947129428,19.0,4345.647821552684,83918.66726055638
15,925304.712909017,18.0,3713.140284543104,83918.66726055638
19,897145.7865681173,18.0,4228.0831019165835,46290.56784183566
