,total_costs,nr_uncovered_DPs,total_uncovered_demand,max_distr_time
7,401027.64697970886,20.0,5954.016089914241,57150.213922502146
9,755316.3717087063,18.0,3624.613876454401,83918.66726055638
12,919885.6542172673,15.0,2348.696055262266,83918.66726055638
14,198256.63559479156,24.0,6990.577281756116,83918.66726055638
19,229700.67127239387,23.0,6873.012562120017,46290.56784183566
